"","timestamp","report_week","week","year","hospital_code","federal_entity","hospital_type","administrative_entity","arch_beds_count","op_beds_count","op_beds_er_count","op_pavilions_count","operability_icu","operability_icu_p","operability_er","operability_sx","operability_lab","operability_uls","operability_ct_mri","operability_xr","er_avail_adrenalin","er_avail_atropine","er_avail_dopamine","er_avail_cephalosporins_betalactams","er_avail_aminoglycosides_quinolone","er_avail_vancomycin_clindamycin","er_avail_lidocaine","er_avail_minor_opioids","er_avail_major_opioids","er_avail_iv_fluids","er_avail_diazepam_dph","er_avail_heparin","er_avail_steroids","er_avail_insulin","er_avail_asthma","er_avail_blood_pressure","er_avail_defibrillator","er_avail_ott_intubation","er_avail_catheter","er_avail_oxygen_suction","sx_avail_minor_opioids","sx_avail_major_opioids","sx_avail_anesthetic_gases","sx_avail_anesthetics_iv","sx_avail_relaxants","sx_avail_ott_intubation","sx_avail_patient_lingerie_kit","sx_avail_disposables_mask_gloves_gown","sx_avail_oxygen_suction","rrt_date_stopped_operability","rrt_reason_stopped_operability","rrt_reverse_osmosis_unit_operability","nutr_reason_stopped_operability","nutr_freq_milk_formulas","pneumonia_antibiotic_therapy_latency","mi_thrombolytic_treatment_latency","power_outage_days_count","power_outage_equipment_failure","power_outage_mortatility","power_outage_deaths_count","strike_medical_staff_affected","strike_nurses_affected","strike_other_staff_affected","strike_patients_affected","strike_other_affected","staff_violence_affected_reasons","mortality_hospital_failure_cardiovascular_cause_equipos","mortality_hospital_failure_cardiovascular_cause_medicamentos","mortality_hospital_failure_cardiovascular_cause_recursohumano","mortality_hospital_failure_cardiovascular_cause_luzelectrica","mortality_hospital_failure_cardiovascular_cause_restoestructurales","mortality_hospital_failure_trauma_cause_equipos","mortality_hospital_failure_trauma_cause_medicamentos","mortality_hospital_failure_trauma_cause_recursohumano","mortality_hospital_failure_trauma_cause_luzelectrica","mortality_hospital_failure_trauma_cause_restoestructurales","staff_violence_affected_reasons_violencia_familiares","staff_violence_affected_reasons_violencia_paramilitar","staff_violence_affected_reasons_violencia_fuerzas","staff_violence_affected_reasons_robos","staff_violence_affected_reasons_homicidios","epidemiological_emergency_suspected_diseases_difteria","epidemiological_emergency_suspected_diseases_sarampion","epidemiological_emergency_suspected_diseases_TBC","epidemiological_emergency_suspected_diseases_influenza","epidemiological_emergency_suspected_diseases_fiebrehemorragica","epidemiological_emergency_suspected_diseases_zika","epidemiological_emergency_suspected_diseases_gillanbarre"
"148","2019-06-22T20:24:48.620Z","25 del 2019","25","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,145,43,"02","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","","","Entre 3 y 5 días","","Hubo formulas lácteas menos de 3 días",300,480,"Menos de 3 días","No","No",0,"","","","","","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","2019-06-27T21:21:32.119Z","26 del 2019","26","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,148,40,"02","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo formulas lácteas menos de 3 días",300,300,"Entre 3 y 5 días","No","No",0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","2019-07-07T00:36:57.067Z","27 del 2019","27","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,156,38,"02","Todos los días","Menos de 3 de días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","","","Todos los días","","Hubo formulas lácteas menos de 3 días",300,600,"Todos los días","Sí","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","2019-07-12T17:28:06.076Z","28 del 2019","28","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,140,39,"02","Todos los días","Menos de 3 de días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Entre 3 y 5 días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Todos los días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","2019-07-19T22:04:07.917Z","29 del 2019","29","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,175,42,"02","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","No hubo","Entre 3 y 5 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Entre 3 y 5 días","No","No",0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","2020-01-19T23:52:17.613Z","3 del 2020","3","2020","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,200,50,"02","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","No hubo","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","No hubo fórmulas lácteas ningún día",300,300,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","2019-07-29T12:40:19.300Z","30 del 2019","30","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,155,48,"02","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","Entre 3 y 5 días","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Entre 3 y 5 días","","Hubo fórmulas lácteas entre 3 y 5 días",600,600,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","2019-08-02T16:48:47.879Z","31 del 2019","31","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,138,45,"02","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","2019-08-11T20:17:59.966Z","32 del 2019","32","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,165,65,"02","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","","","Entre 3 y 5 días","","Hubo fórmulas lácteas entre 3 y 5 días",600,300,"Entre 3 y 5 días","Sí","No",0,"","","","","","Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"157","2019-08-16T00:40:55.501Z","33 del 2019","33","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,148,48,"02","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","2019-08-25T00:54:06.636Z","34 del 2019","34","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,168,62,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","","","Entre 3 y 5 días","","Hubo formulas lácteas menos de 3 días",300,300,"Menos de 3 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","2019-08-31T13:18:35.138Z","35 del 2019","35","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,185,45,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","No hubo","Entre 1 y 2 días","Todos los días","Todos los días","Todos los días","Todos los días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Menos de 3 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","2019-09-09T13:11:55.363Z","36 del 2019","36","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,185,45,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Menos de 3 días","No","No",NA,"","","","Protestas  sin suspensión de actividades","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","2019-09-15T18:10:51.972Z","37 del 2019","37","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,188,42,"2","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Entre 3 y 5 días","","Hubo fórmulas lácteas entre 3 y 5 días",180,480,"Entre 3 y 5 días","No","No",NA,"","","Protestas  sin suspensión de actividades","","","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","2019-09-21T22:21:45.623Z","38 del 2019","38","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,190,50,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 1 y 2 días","Entre 3 y 5 días","Todos los días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",120,300,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","2019-09-29T17:55:04.322Z","39 del 2019","39","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,190,40,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Todos los días","Sí","No",0,"","","","","","Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"164","2020-01-27T22:10:47.489Z","4 del 2020","4","2020","BAR000","Barinas","Tipo IV","MPPS, Barrio Adentro",230,215,50,"2","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas todos los días",300,300,"Todos los días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","2019-10-05T17:06:08.392Z","40 del 2019","40","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,185,48,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","No hubo","Entre 3 y 5 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","","","Entre 3 y 5 días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Todos los días","Sí","No",NA,"","","","","","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","2019-10-13T19:42:59.047Z","41 del 2019","41","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,185,60,"02","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","No hubo","Entre 3 y 5 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Todos los días","No","No",NA,"","","","","","Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"167","2019-10-19T20:45:48.738Z","42 del 2019","42","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,195,48,"02","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","No hubo","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Todos los días","Sí","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","2019-10-27T19:02:49.123Z","43 del 2019","43","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,190,50,"2","Todos los días","Entre 3 y 5 días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Entre 3 y 5 días","No","No",0,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","2019-11-02T18:05:19.658Z","44 del 2019","44","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,190,48,"2","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","No hubo","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","No hubo","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","2019-11-10T22:49:34.305Z","45 del 2019","45","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,198,48,"2","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","No operativa","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","No hubo","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo fórmulas lácteas entre 3 y 5 días",300,300,"Entre 3 y 5 días","No","No",NA,"","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","2019-11-16T11:29:31.225Z","46 del 2019","46","2019","BAR000","Barinas","Tipo IV","MPPS, Sanidad Militar, Gob. Estatal, Barrio Adentro",230,198,48,"2","Todos los días","Todos los días","Todos los días","Todos los días","No operativa","Menos de 3 de días","No operativa","No operativa","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","No hubo","No hubo","No hubo","Entre 1 y 2 días","Entre 1 y 2 días","Entre 1 y 2 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","Entre 1 y 2 días","No hubo","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Entre 3 y 5 días","Todos los días","","","Todos los días","","Hubo formulas lácteas menos de 3 días",300,300,"Entre 3 y 5 días","No","No",NA,"","Protestas con suspensión temporal  de actividades","","","","Robos , hurtos o disparos dentro del centro asistencial.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
